County,tot_change,Natural,Births,Deaths,Migration_otal,International,Domestic
".Oconee County, South Carolina",5261,-1048,7071,8119,6311,918,5393
".Orangeburg County, South Carolina",-6333,-169,9641,9810,-6179,317,-6496
".Pickens County, South Carolina",7499,421,11114,10693,7080,1896,5184
".Richland County, South Carolina",31334,16980,44312,27332,14579,9109,5470
".Saluda County, South Carolina",613,317,2238,1921,314,311,3
".Spartanburg County, South Carolina",35481,6361,33877,27516,29139,1679,27460
".Sumter County, South Carolina",-764,3603,13505,9902,-4343,1132,-5475
".Union County, South Carolina",-1657,-673,2858,3531,-978,-16,-962
".Williamsburg County, South Carolina",-4042,-715,3098,3813,-3359,236,-3595
".York County, South Carolina",54942,8605,27126,18521,45951,1229,44722
".Aurora County, South Dakota",41,92,344,252,-52,64,-116
".Beadle County, South Dakota",1054,1105,2883,1778,-59,1586,-1645
".Bennett County, South Dakota",-66,300,618,318,-370,6,-376
".Bon Homme County, South Dakota",-166,-75,612,687,-86,2,-88
".Brookings County, South Dakota",3111,2093,3890,1797,1021,1407,-386
".Brown County, South Dakota",2307,1212,4641,3429,1092,887,205
".Brule County, South Dakota",42,197,685,488,-158,1,-159
".Buffalo County, South Dakota",49,230,433,203,-180,0,-180
".Butte County, South Dakota",317,228,1192,964,94,-13,107
".Campbell County, South Dakota",-90,-23,106,129,-67,9,-76
".Charles Mix County, South Dakota",161,536,1475,939,-372,-3,-369
".Clark County, South Dakota",45,124,531,407,-77,70,-147
".Clay County, South Dakota",204,443,1355,912,-247,200,-447
".Codington County, South Dakota",784,1145,3378,2233,-346,149,-495
".Corson County, South Dakota",46,400,836,436,-361,14,-375
".Custer County, South Dakota",754,-150,674,824,900,101,799
".Davison County, South Dakota",271,387,2352,1965,-106,206,-312
".Day County, South Dakota",-286,-122,587,709,-163,17,-180
".Deuel County, South Dakota",-13,65,466,401,-78,74,-152
".Dewey County, South Dakota",591,768,1345,577,-176,-1,-175
".Douglas County, South Dakota",-79,-22,360,382,-56,47,-103
".Edmunds County, South Dakota",-242,-13,400,413,-226,41,-267
".Fall River County, South Dakota",-381,-545,519,1064,159,28,131
".Faulk County, South Dakota",-65,26,286,260,-90,-2,-88
".Grant County, South Dakota",-306,-2,758,760,-310,177,-487
".Gregory County, South Dakota",-86,-108,464,572,25,-1,26
".Haakon County, South Dakota",-38,-30,195,225,-7,0,-7
".Hamlin County, South Dakota",265,477,1081,604,-213,71,-284
".Hand County, South Dakota",-239,-59,341,400,-185,7,-192
".Hanson County, South Dakota",121,207,406,199,-86,-2,-84
".Harding County, South Dakota",43,77,153,76,-41,17,-58
".Hughes County, South Dakota",504,851,2185,1334,-347,-33,-314
".Hutchinson County, South Dakota",-52,-65,953,1018,17,41,-24
".Hyde County, South Dakota",-119,-26,145,171,-95,1,-96
".Jackson County, South Dakota",314,402,701,299,-88,14,-102
".Jerauld County, South Dakota",-58,-33,209,242,-26,35,-61
".Jones County, South Dakota",-103,13,106,93,-117,0,-117
".Kingsbury County, South Dakota",-208,-29,594,623,-184,16,-200
".Lake County, South Dakota",1595,162,1215,1053,1411,61,1350
".Lawrence County, South Dakota",1754,36,2158,2122,1697,299,1398
".Lincoln County, South Dakota",16305,5354,7459,2105,10812,29,10783
".Lyman County, South Dakota",26,336,646,310,-309,0,-309
".McCook County, South Dakota",-32,45,727,682,-74,84,-158
".McPherson County, South Dakota",-80,-101,217,318,22,-9,31
".Marshall County, South Dakota",279,143,607,464,138,223,-85
".Meade County, South Dakota",2892,982,2739,1757,1899,311,1588
".Mellette County, South Dakota",18,96,336,240,-81,3,-84
".Miner County, South Dakota",-173,-64,227,291,-110,-3,-107
".Minnehaha County, South Dakota",23660,14225,26709,12484,9441,6279,3162
".Moody County, South Dakota",83,316,815,499,-234,138,-372
".Oglala Lakota County, South Dakota",591,1641,2983,1342,-1052,-29,-1023
".Pennington County, South Dakota",12815,6155,14108,7953,6616,737,5879
".Perkins County, South Dakota",-126,-63,320,383,-64,1,-65
".Potter County, South Dakota",-181,-105,213,318,-75,8,-83
".Roberts County, South Dakota",247,576,1622,1046,-324,59,-383
".Sanborn County, South Dakota",-11,64,310,246,-73,11,-84
".Spink County, South Dakota",-39,41,727,686,-87,106,-193
".Stanley County, South Dakota",132,174,346,172,-41,0,-41
".Sully County, South Dakota",23,63,154,91,-44,10,-54
".Todd County, South Dakota",567,1514,2455,941,-950,177,-1127
".Tripp County, South Dakota",-208,41,678,637,-248,-11,-237
".Turner County, South Dakota",35,-116,849,965,154,39,115
".Union County, South Dakota",1534,464,1568,1104,1069,236,833
".Walworth County, South Dakota",-3,-61,681,742,57,138,-81
".Yankton County, South Dakota",376,404,2489,2085,-10,57,-67
".Ziebach County, South Dakota",-45,161,304,143,-207,5,-212
".Anderson County, Tennessee",1896,-1296,7386,8682,3262,423,2839
".Bedford County, Tennessee",4656,1474,5848,4374,3185,657,2528
".Benton County, Tennessee",-331,-827,1477,2304,505,16,489
".Bledsoe County, Tennessee",2190,-127,1129,1256,2246,108,2138
".Blount County, Tennessee",9990,-806,11680,12486,10830,544,10286
".Bradley County, Tennessee",9184,1663,11066,9403,7537,1101,6436
".Campbell County, Tennessee",-881,-1243,3978,5221,396,32,364
".Cannon County, Tennessee",865,-148,1456,1604,1011,72,939
".Carroll County, Tennessee",-719,-983,2863,3846,272,17,255
".Carter County, Tennessee",-992,-1660,4753,6413,708,53,655
".Cheatham County, Tennessee",1557,573,4147,3574,1006,2,1004
".Chester County, Tennessee",152,76,1723,1647,82,61,21
".Claiborne County, Tennessee",-253,-1055,2917,3972,822,110,712
".Clay County, Tennessee",-238,-364,688,1052,127,31,96
".Cocke County, Tennessee",362,-1106,3510,4616,1496,-47,1543
".Coffee County, Tennessee",3717,79,6221,6142,3668,-113,3781
".Crockett County, Tennessee",-346,-126,1539,1665,-211,62,-273
".Cumberland County, Tennessee",4460,-2362,5042,7404,6768,223,6545
".Davidson County, Tennessee",67586,43644,92092,48448,23538,27741,-4203
".Decatur County, Tennessee",-87,-519,1067,1586,441,87,354
".DeKalb County, Tennessee",1768,-170,2066,2236,1940,522,1418
".Dickson County, Tennessee",4298,712,5672,4960,3594,-47,3641
".Dyer County, Tennessee",-1171,188,4350,4162,-1349,52,-1401
".Fayette County, Tennessee",2694,295,3905,3610,2395,158,2237
".Fentress County, Tennessee",561,-519,1748,2267,1090,-20,1110
".Franklin County, Tennessee",1144,-862,3677,4539,2015,289,1726
".Gibson County, Tennessee",-554,-600,5601,6201,83,42,41
".Giles County, Tennessee",-12,-467,2865,3332,464,311,153
".Grainger County, Tennessee",664,-489,2094,2583,1158,-1,1159
".Greene County, Tennessee",244,-2254,5954,8208,2548,113,2435
".Grundy County, Tennessee",-299,-418,1454,1872,124,1,123
".Hamblen County, Tennessee",2400,315,7177,6862,2140,712,1428
".Hamilton County, Tennessee",31327,6726,38812,32086,24504,3715,20789
".Hancock County, Tennessee",-191,-293,634,927,109,7,102
".Hardeman County, Tennessee",-2195,-297,2396,2693,-1916,-7,-1909
".Hardin County, Tennessee",-356,-879,2517,3396,543,108,435
".Hawkins County, Tennessee",-40,-1443,4978,6421,1450,28,1422
".Haywood County, Tennessee",-1503,87,1951,1864,-1598,19,-1617
".Henderson County, Tennessee",337,-3,2977,2980,364,-31,395
".Henry County, Tennessee",-4,-1216,3046,4262,1241,21,1220
".Hickman County, Tennessee",488,-94,2482,2576,582,-24,606
".Houston County, Tennessee",-228,-222,769,991,-10,-1,-9
".Humphreys County, Tennessee",47,-330,1934,2264,384,-4,388
".Jackson County, Tennessee",152,-489,919,1408,638,0,638
".Jefferson County, Tennessee",2827,-846,4723,5569,3673,128,3545
".Johnson County, Tennessee",-452,-665,1424,2089,224,-39,263
".Knox County, Tennessee",38053,8473,48218,39745,29610,5854,23756
".Lake County, Tennessee",-816,-289,602,891,-531,4,-535
".Lauderdale County, Tennessee",-2189,126,2785,2659,-2346,77,-2423
".Lawrence County, Tennessee",2286,374,5275,4901,1928,24,1904
".Lewis County, Tennessee",98,-98,1238,1336,193,-18,211
".Lincoln County, Tennessee",1012,-495,3331,3826,1536,130,1406
".Loudon County, Tennessee",5507,-929,4832,5761,6389,279,6110
".McMinn County, Tennessee",1507,-827,5308,6135,2373,554,1819
".McNairy County, Tennessee",-388,-752,2559,3311,381,4,377
".Macon County, Tennessee",2376,487,3006,2519,1893,201,1692
".Madison County, Tennessee",-319,2361,11449,9088,-2629,565,-3194
".Marion County, Tennessee",685,-504,2902,3406,1202,20,1182
".Marshall County, Tennessee",3764,505,3508,3003,3274,247,3027
".Maury County, Tennessee",15455,2669,10651,7982,12672,418,12254
".Meigs County, Tennessee",656,-301,1127,1428,957,-22,979
".Monroe County, Tennessee",2047,-347,4570,4917,2411,151,2260
".Montgomery County, Tennessee",36631,20001,31223,11222,16229,4145,12084
".Moore County, Tennessee",146,-117,488,605,266,66,200
".Morgan County, Tennessee",-583,-292,1851,2143,-292,3,-295
".Obion County, Tennessee",-1738,-384,3195,3579,-1353,9,-1362
".Overton County, Tennessee",159,-581,2161,2742,756,10,746
".Perry County, Tennessee",146,-123,925,1048,274,29,245
".Pickett County, Tennessee",-38,-282,375,657,243,-14,257
".Polk County, Tennessee",11,-589,1483,2072,602,-13,615
".Putnam County, Tennessee",7906,988,8198,7210,6942,1978,4964
".Rhea County, Tennessee",1363,-44,3578,3622,1421,235,1186
".Roane County, Tennessee",-826,-2196,4394,6590,1412,-53,1465
".Robertson County, Tennessee",5494,2141,8153,6012,3369,463,2906
".Rutherford County, Tennessee",69697,19429,36132,16703,49780,4619,45161
".Scott County, Tennessee",-164,-80,2470,2550,-70,-11,-59
".Sequatchie County, Tennessee",905,6,1453,1447,900,-19,919
".Sevier County, Tennessee",8530,410,9656,9246,8085,1395,6690
".Shelby County, Tennessee",9484,51292,124924,73632,-41853,12632,-54485
".Smith County, Tennessee",1007,104,2091,1987,905,-8,913
".Stewart County, Tennessee",402,-236,1241,1477,640,26,614
".Sullivan County, Tennessee",1548,-4480,14283,18763,6173,-165,6338
".Sumner County, Tennessee",30649,5316,18985,13669,25183,884,24299
".Tipton County, Tennessee",593,1380,6667,5287,-773,176,-949
".Trousdale County, Tennessee",3420,44,916,872,3337,-2,3339
".Unicoi County, Tennessee",-428,-1013,1491,2504,604,78,526
".Union County, Tennessee",865,-68,1905,1973,939,12,927
".Van Buren County, Tennessee",314,-52,576,628,360,0,360
".Warren County, Tennessee",1453,-63,4408,4471,1547,339,1208
".Washington County, Tennessee",6312,-641,12079,12720,6973,1176,5797
".Wayne County, Tennessee",-352,-582,1292,1874,242,6,236
".Weakley County, Tennessee",-1687,-286,3177,3463,-1409,251,-1660
".White County, Tennessee",1501,-626,2768,3394,2134,40,2094
".Williamson County, Tennessee",55135,9696,20125,10429,45197,4011,41186
".Wilson County, Tennessee",30595,4074,13543,9469,26273,1068,25205
".Anderson County, Texas",-717,-752,5460,6212,67,293,-226
".Andrews County, Texas",3919,1488,2782,1294,2381,190,2191
".Angelina County, Texas",-56,2576,10851,8275,-2578,241,-2819
".Aransas County, Texas",352,-969,2240,3209,1255,-18,1273
".Archer County, Texas",-508,-194,687,881,-318,10,-328
".Armstrong County, Texas",-14,-63,189,252,48,10,38
".Atascosa County, Texas",6230,2562,6250,3688,3655,39,3616
".Austin County, Texas",1620,616,3133,2517,1018,210,808
".Bailey County, Texas",-165,604,1139,535,-783,297,-1080
".Bandera County, Texas",2625,-429,1574,2003,3043,43,3000
".Bastrop County, Texas",14506,3131,9195,6064,11287,-91,11378
".Baylor County, Texas",-217,-212,348,560,-5,-1,-4
".Bee County, Texas",704,1029,3385,2356,-320,32,-352
".Bell County, Texas",52765,38172,57476,19304,14304,10728,3576
".Bexar County, Texas",288773,131611,249296,117685,156283,42700,113583
".Blanco County, Texas",1448,-276,826,1102,1715,118,1597
".Borden County, Texas",13,12,55,43,-1,0,-1
".Bosque County, Texas",468,-577,1719,2296,1044,27,1017
".Bowie County, Texas",681,1748,11081,9333,-1014,407,-1421
".Brazoria County, Texas",61147,22962,43568,20606,37995,3767,34228
".Brazos County, Texas",34350,15882,24944,9062,18398,12241,6157
".Brewster County, Texas",-29,243,954,711,-279,36,-315
".Briscoe County, Texas",-91,-42,122,164,-52,11,-63
".Brooks County, Texas",-130,333,1082,749,-468,386,-854
".Brown County, Texas",-242,-684,3809,4493,469,211,258
".Burleson County, Texas",1256,-76,1868,1944,1336,291,1045
".Burnet County, Texas",5444,14,4397,4383,5412,-9,5421
".Caldwell County, Texas",5609,1775,4759,2984,3844,187,3657
".Calhoun County, Texas",-92,757,2649,1892,-845,281,-1126
".Callahan County, Texas",398,-286,1300,1586,693,54,639
".Cameron County, Texas",16948,41223,65142,23919,-24410,4200,-28610
".Camp County, Texas",693,380,1704,1324,317,339,-22
".Carson County, Texas",-258,-71,519,590,-188,19,-207
".Cass County, Texas",-443,-601,3151,3752,171,71,100
".Castro County, Texas",-533,558,1092,534,-1111,361,-1472
".Chambers County, Texas",8730,2177,4683,2506,6508,470,6038
".Cherokee County, Texas",1812,1996,6916,4920,-141,156,-297
".Childress County, Texas",265,57,690,633,200,26,174
".Clay County, Texas",-283,-302,791,1093,17,68,-51
".Cochran County, Texas",-274,168,409,241,-450,126,-576
".Coke County, Texas",70,-165,296,461,238,-3,241
".Coleman County, Texas",-718,-419,782,1201,-294,40,-334
".Collin County, Texas",253311,63450,99998,36548,188656,43283,145373
".Collingsworth County, Texas",-137,1,349,348,-143,22,-165
".Colorado County, Texas",621,-57,2371,2428,693,565,128
".Comal County, Texas",47689,3056,13238,10182,44119,1051,43068
".Comanche County, Texas",-325,-203,1397,1600,-119,112,-231
".Concho County, Texas",-1361,-52,236,288,-1338,305,-1643
".Cooke County, Texas",2821,1240,4979,3739,1584,361,1223
".Coryell County, Texas",477,5010,9130,4120,-4698,2683,-7381
".Cottle County, Texas",-108,-79,133,212,-29,0,-29
".Crane County, Texas",422,321,651,330,92,69,23
".Crockett County, Texas",-255,119,445,326,-377,46,-423
".Crosby County, Texas",-319,42,691,649,-364,17,-381
".Culberson County, Texas",-227,127,273,146,-361,9,-370
".Dallam County, Texas",587,960,1340,380,-375,453,-828
".Dallas County, Texas",268086,218560,362631,144071,50754,110494,-59740
".Dawson County, Texas",-1105,447,1710,1263,-1597,162,-1759
".Deaf Smith County, Texas",-826,1765,3115,1350,-2622,184,-2806
".Delta County, Texas",99,-105,594,699,201,2,199
".Denton County, Texas",224650,58389,89596,31207,164349,20859,143490
".DeWitt County, Texas",63,-52,2312,2364,124,30,94
".Dickens County, Texas",-230,-61,179,240,-176,10,-186
".Dimmit County, Texas",128,650,1486,836,-539,45,-584
".Donley County, Texas",-448,-146,308,454,-307,20,-327
".Duval County, Texas",-620,310,1512,1202,-950,37,-987
".Eastland County, Texas",-222,-473,1862,2335,264,113,151
".Ector County, Texas",29087,15113,26048,10935,13561,2296,11265
".Edwards County, Texas",-70,16,211,195,-86,2,-88
".Ellis County, Texas",35216,8562,19445,10883,26585,824,25761
".El Paso County, Texas",38605,73839,121185,47346,-35484,17728,-53212
".Erath County, Texas",4803,1459,4475,3016,3307,92,3215
".Falls County, Texas",-566,181,1889,1708,-751,40,-791
".Fannin County, Texas",1604,-791,3105,3896,2427,329,2098
".Fayette County, Texas",794,-622,2222,2844,1436,87,1349
".Fisher County, Texas",-148,-113,347,460,-37,48,-85
".Floyd County, Texas",-734,130,721,591,-879,51,-930
".Foard County, Texas",-181,-79,101,180,-107,2,-109
".Fort Bend County, Texas",226989,56081,83280,27199,169327,44013,125314
".Franklin County, Texas",124,-61,1014,1075,188,6,182
".Freestone County, Texas",-100,23,2019,1996,-107,112,-219
".Frio County, Texas",3089,1071,2322,1251,2001,1825,176
".Gaines County, Texas",3966,2698,3760,1062,1268,745,523
".Galveston County, Texas",50827,13223,37105,23882,37306,4802,32504
".Garza County, Texas",-232,114,573,459,-362,383,-745
".Gillespie County, Texas",2160,-919,2315,3234,3079,272,2807
".Glasscock County, Texas",183,81,140,59,100,80,20
".Goliad County, Texas",448,-75,650,725,521,-13,534
".Gonzales County, Texas",1026,832,2689,1857,202,-82,284
".Gray County, Texas",-651,469,2876,2407,-1152,90,-1242
".Grayson County, Texas",15335,1360,14334,12974,14009,1313,12696
".Gregg County, Texas",2198,5009,16799,11790,-2763,1196,-3959
".Grimes County, Texas",2299,379,2939,2560,1928,116,1812
".Guadalupe County, Texas",35320,7110,16403,9293,27909,765,27144
".Hale County, Texas",-2800,1667,4510,2843,-4540,142,-4682
".Hall County, Texas",-389,-155,261,416,-236,3,-239
".Hamilton County, Texas",-51,-428,833,1261,380,63,317
".Hansford County, Texas",-214,254,712,458,-474,242,-716
".Hardeman County, Texas",-206,-57,359,416,-154,65,-219
".Hardin County, Texas",2967,1164,6371,5207,1850,12,1838
".Harris County, Texas",620149,407273,637975,230702,213262,267216,-53954
".Harrison County, Texas",913,1649,7583,5934,-708,514,-1222
".Hartley County, Texas",-486,205,568,363,-710,139,-849
".Haskell County, Texas",-244,-329,424,753,79,344,-265
".Hays County, Texas",73088,12673,21663,8990,59451,2307,57144
".Hemphill County, Texas",12,245,554,309,-240,54,-294
".Henderson County, Texas",4159,-1376,8297,9673,5569,241,5328
".Hidalgo County, Texas",93943,105539,143366,37827,-11366,11748,-23114
".Hill County, Texas",1561,-92,3774,3866,1672,120,1552
".Hockley County, Texas",94,993,2927,1934,-897,80,-977
".Hood County, Texas",10480,-650,5519,6169,11054,342,10712
".Hopkins County, Texas",1921,640,4239,3599,1290,-70,1360
".Houston County, Texas",-763,-655,2115,2770,-102,113,-215
".Howard County, Texas",1652,660,4210,3550,961,838,123
".Hudspeth County, Texas",1410,215,387,172,1179,425,754
".Hunt County, Texas",12450,1998,10401,8403,10448,889,9559
".Hutchinson County, Texas",-1313,470,2677,2207,-1790,82,-1872
".Irion County, Texas",-61,12,138,126,-75,0,-75
".Jack County, Texas",-106,42,876,834,-147,20,-167
".Jackson County, Texas",685,482,1878,1396,203,98,105
".Jasper County, Texas",-181,154,4046,3892,-338,23,-361
".Jeff Davis County, Texas",-68,-32,134,166,-39,24,-63
".Jefferson County, Texas",-712,9657,32457,22800,-10447,5347,-15794
".Jim Hogg County, Texas",-100,263,761,498,-365,158,-523
".Jim Wells County, Texas",-361,1982,5691,3709,-2353,383,-2736
".Johnson County, Texas",24861,6572,18858,12286,18341,122,18219
".Jones County, Texas",-109,-183,1534,1717,53,54,-1
".Karnes County, Texas",773,202,1558,1356,551,611,-60
".Kaufman County, Texas",32806,6090,14487,8397,26578,385,26193
".Kendall County, Texas",14047,68,3318,3250,13845,479,13366
".Kenedy County, Texas",-9,12,36,24,-26,81,-107
".Kent County, Texas",-46,-43,64,107,-6,0,-6
".Kerr County, Texas",2956,-1875,4812,6687,4829,325,4504
".Kimble County, Texas",-268,-139,392,531,-130,-2,-128
".King County, Texas",-13,13,24,11,-26,0,-26
".Kinney County, Texas",69,-21,318,339,87,214,-127
".Kleberg County, Texas",-1381,1756,4135,2379,-3184,795,-3979
".Knox County, Texas",-55,-58,434,492,0,39,-39
".Lamar County, Texas",68,388,6062,5674,-303,31,-334
".Lamb County, Texas",-1083,355,1758,1403,-1454,39,-1493
".Lampasas County, Texas",1753,215,2080,1865,1536,187,1349
".La Salle County, Texas",634,372,867,495,247,209,38
".Lavaca County, Texas",890,-242,2067,2309,1141,89,1052
".Lee County, Texas",630,313,1868,1555,327,-53,380
".Leon County, Texas",606,-85,1905,1990,696,33,663
".Liberty County, Texas",12576,3020,10190,7170,9567,246,9321
".Limestone County, Texas",49,301,2741,2440,-238,220,-458
".Lipscomb County, Texas",-69,150,410,260,-226,63,-289
".Live Oak County, Texas",674,55,1166,1111,609,110,499
".Llano County, Texas",2492,-1371,1475,2846,3820,24,3796
".Loving County, Texas",87,4,16,12,81,0,81
".Lubbock County, Texas",31651,15457,37542,22085,16145,3382,12763
".Lynn County, Texas",36,197,692,495,-165,4,-169
".McCulloch County, Texas",-300,-165,837,1002,-133,24,-157
".McLennan County, Texas",21720,12714,32098,19384,9135,2590,6545
".McMullen County, Texas",36,2,75,73,31,25,6
".Madison County, Texas",614,255,1475,1220,362,173,189
".Marion County, Texas",-681,-667,839,1506,-5,-7,2
".Martin County, Texas",972,438,846,408,522,61,461
".Mason County, Texas",261,-80,339,419,342,113,229
".Matagorda County, Texas",-59,1454,4938,3484,-1508,85,-1593
".Maverick County, Texas",4464,6536,9990,3454,-2075,1598,-3673
".Medina County, Texas",5591,1482,5204,3722,4120,89,4031
".Menard County, Texas",-104,-152,162,314,46,16,30
".Midland County, Texas",39960,15442,25290,9848,24035,3246,20789
".Milam County, Texas",64,84,2780,2696,-20,116,-136
".Mills County, Texas",-68,-227,373,600,162,13,149
".Mitchell County, Texas",-858,39,913,874,-927,-14,-913
".Montague County, Texas",98,-388,2085,2473,493,14,479
".Montgomery County, Texas",151644,31720,63930,32210,118697,12462,106235
".Moore County, Texas",-964,2506,3815,1309,-3520,957,-4477
".Morris County, Texas",-546,-169,1407,1576,-368,17,-385
".Motley County, Texas",-5,-70,84,154,63,0,63
".Nacogdoches County, Texas",680,2675,7926,5251,-2014,516,-2530
".Navarro County, Texas",2273,1583,6400,4817,714,133,581
".Newton County, Texas",-850,-240,1230,1470,-610,21,-631
".Nolan County, Texas",-499,216,1853,1637,-719,124,-843
".Nueces County, Texas",22071,17966,44155,26189,4175,5392,-1217
".Ochiltree County, Texas",-387,848,1595,747,-1250,85,-1335
".Oldham County, Texas",60,66,206,140,-11,0,-11
".Orange County, Texas",1559,1420,10199,8779,202,1,201
".Palo Pinto County, Texas",1057,314,3311,2997,752,86,666
".Panola County, Texas",-602,74,2615,2541,-668,174,-842
".Parker County, Texas",25929,3421,13166,9745,22408,473,21935
".Parmer County, Texas",-664,720,1402,682,-1408,321,-1729
".Pecos County, Texas",316,863,1945,1082,-538,92,-630
".Polk County, Texas",5938,-1225,4659,5884,7062,1014,6048
".Potter County, Texas",-3663,6846,17861,11015,-10607,5156,-15763
".Presidio County, Texas",-1113,641,1064,423,-1790,353,-2143
".Rains County, Texas",1598,-306,990,1296,1891,80,1811
".Randall County, Texas",16993,5722,15160,9438,11255,1141,10114
".Reagan County, Texas",482,322,552,230,154,268,-114
".Real County, Texas",143,-154,316,470,294,11,283
".Red River County, Texas",-839,-446,1181,1627,-386,-30,-356
".Reeves County, Texas",2193,741,1714,973,1415,620,795
".Refugio County, Texas",-435,-39,779,818,-399,59,-458
".Roberts County, Texas",-75,3,87,84,-80,0,-80
".Robertson County, Texas",454,202,1948,1746,255,133,122
".Rockwall County, Texas",26570,4219,9308,5089,22206,922,21284
".Runnels County, Texas",-238,-273,996,1269,36,98,-62
".Rusk County, Texas",1097,681,5738,5057,418,57,361
".Sabine County, Texas",-294,-667,882,1549,372,-31,403
".San Augustine County, Texas",-624,-385,847,1232,-237,9,-246
".San Jacinto County, Texas",2481,-114,2639,2753,2590,-114,2704
".San Patricio County, Texas",1928,3149,8905,5756,-1232,492,-1724
".San Saba County, Texas",-75,-40,600,640,-39,66,-105
".Schleicher County, Texas",-668,50,286,236,-725,-5,-720
".Scurry County, Texas",-216,633,2232,1599,-853,81,-934
".Shackelford County, Texas",-111,20,301,281,-133,8,-141
".Shelby County, Texas",-174,691,3349,2658,-874,79,-953
".Sherman County, Texas",-12,117,361,244,-132,52,-184
".Smith County, Texas",23026,9252,28191,18939,13822,2131,11691
".Somervell County, Texas",637,-17,789,806,656,0,656
".Starr County, Texas",3666,8374,12035,3661,-4744,754,-5498
".Stephens County, Texas",-268,-75,953,1028,-201,-22,-179
".Sterling County, Texas",148,16,140,124,129,10,119
".Stonewall County, Texas",-140,-68,130,198,-76,6,-82
".Sutton County, Texas",-352,166,467,301,-530,105,-635
".Swisher County, Texas",-462,164,904,740,-632,4,-636
".Tarrant County, Texas",291851,144319,257987,113668,147698,59416,88282
".Taylor County, Texas",6519,6901,19047,12146,-315,3059,-3374
".Terrell County, Texas",-208,-4,97,101,-206,16,-222
".Terry County, Texas",-314,625,1778,1153,-943,80,-1023
".Throckmorton County, Texas",-140,-51,129,180,-93,5,-98
".Titus County, Texas",416,2088,4615,2527,-1679,289,-1968
".Tom Green County, Texas",8972,4915,14489,9574,4027,482,3545
".Travis County, Texas",249510,96403,145398,48995,150669,50450,100219
".Trinity County, Texas",-24,-784,1320,2104,757,47,710
".Tyler County, Texas",-88,-536,1946,2482,468,27,441
".Upshur County, Texas",2442,214,4384,4170,2248,121,2127
".Upton County, Texas",308,182,472,290,118,69,49
".Uvalde County, Texas",336,1413,3701,2288,-1054,146,-1200
".Val Verde County, Texas",146,4541,7856,3315,-4443,653,-5096
".Van Zandt County, Texas",4038,-466,5503,5969,4524,452,4072
".Victoria County, Texas",5291,4415,11754,7339,868,559,309
".Walker County, Texas",5111,977,5746,4769,4100,1513,2587
".Waller County, Texas",11972,2955,5746,2791,8930,367,8563
".Ward County, Texas",1340,598,1632,1034,723,68,655
".Washington County, Texas",2183,197,3691,3494,1999,285,1714
".Webb County, Texas",26348,36433,48554,12121,-10078,7043,-17121
".Wharton County, Texas",276,1239,5165,3926,-941,18,-959
".Wheeler County, Texas",-350,39,662,623,-399,30,-429
".Wichita County, Texas",571,3428,15904,12476,-2809,3205,-6014
".Wilbarger County, Texas",-766,81,1515,1434,-858,78,-936
".Willacy County, Texas",-778,1176,2724,1548,-1965,112,-2077
".Williamson County, Texas",168047,35824,58658,22834,130651,9887,120764
".Wilson County, Texas",8165,1233,4749,3516,6883,182,6701
".Winkler County, Texas",900,538,1127,589,345,166,179
".Wise County, Texas",10869,2010,7174,5164,8861,260,8601
".Wood County, Texas",3580,-1924,3781,5705,5467,-17,5484
".Yoakum County, Texas",834,861,1414,553,-29,462,-491
".Young County, Texas",-540,-341,2036,2377,-190,87,-277
".Zapata County, Texas",161,1654,2501,847,-1501,15,-1516
".Zavala County, Texas",163,802,1715,913,-637,355,-992
".Beaver County, Utah",81,504,1027,523,-433,143,-576
".Box Elder County, Utah",6063,4529,7934,3405,1538,160,1378
".Cache County, Utah",15633,16658,21518,4860,-1037,2338,-3375
".Carbon County, Utah",-940,519,2560,2041,-1482,68,-1550
".Daggett County, Utah",-111,13,90,77,-132,5,-137
".Davis County, Utah",48989,37395,52704,15309,11734,2381,9353
".Duchesne County, Utah",1333,2436,3709,1273,-1120,68,-1188
".Emery County, Utah",-964,466,1306,840,-1448,-3,-1445
".Garfield County, Utah",-121,101,546,445,-227,55,-282
".Grand County, Utah",530,368,1115,747,159,37,122
".Iron County, Utah",8676,4979,7802,2823,3667,-130,3797
".Juab County, Utah",1771,1080,1743,663,689,65,624
".Kane County, Utah",761,66,744,678,674,-35,709
".Millard County, Utah",685,867,1785,918,-188,103,-291
".Morgan County, Utah",2655,946,1460,514,1706,86,1620
".Piute County, Utah",-78,-19,125,144,-57,0,-57
".Rich County, Utah",219,179,311,132,39,24,15
".Salt Lake County, Utah",130847,103267,161949,58682,28284,30766,-2482
".San Juan County, Utah",563,1149,2111,962,-584,58,-642
".Sanpete County, Utah",3117,1856,3583,1727,1261,138,1123
".Sevier County, Utah",819,1073,2871,1798,-254,17,-271
".Summit County, Utah",5821,2655,3985,1330,3176,975,2201
".Tooele County, Utah",14041,5946,9138,3192,8105,499,7606
".Uintah County, Utah",3146,3880,5965,2085,-822,151,-973
".Utah County, Utah",119596,89028,110275,21247,30713,7466,23247
".Wasatch County, Utah",10566,2748,3947,1199,7723,347,7376
".Washington County, Utah",39441,9223,20632,11409,29998,100,29898
".Wayne County, Utah",-67,58,287,229,-126,50,-176
".Weber County, Utah",28995,20471,35978,15507,8647,2145,6502
".Addison County, Vermont",-41,-23,2880,2903,4,569,-565
".Bennington County, Vermont",-1649,-1029,3103,4132,-601,210,-811
